LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,VALUE,COUNTRY
ISL,CPI,TOT,AGRWTH,M,2019-01,3.39,Iceland
ISL,CPI,TOT,AGRWTH,M,2019-02,2.98,Iceland
ISL,CPI,TOT,AGRWTH,M,2019-03,2.94,Iceland
ISL,CPI,TOT,AGRWTH,M,2019-04,3.28,Iceland
ISL,CPI,TOT,AGRWTH,M,2019-05,3.59,Iceland
ISL,CPI,TOT,AGRWTH,M,2019-06,3.34,Iceland
ISL,CPI,TOT,AGRWTH,M,2019-07,3.06,Iceland
ISL,CPI,TOT,AGRWTH,M,2019-08,3.16,Iceland
ISL,CPI,TOT,AGRWTH,M,2019-09,2.99,Iceland
ISL,CPI,TOT,AGRWTH,M,2019-10,2.78,Iceland
ISL,CPI,TOT,AGRWTH,M,2019-11,2.66,Iceland
ISL,CPI,TOT,AGRWTH,M,2019-12,2.03,Iceland
ISL,CPI,TOT,AGRWTH,M,2020-01,1.7,Iceland
ISL,CPI,TOT,AGRWTH,M,2020-02,2.44,Iceland
ISL,CPI,TOT,AGRWTH,M,2020-03,2.13,Iceland
ISL,CPI,TOT,AGRWTH,M,2020-04,2.27,Iceland
ISL,CPI,TOT,AGRWTH,M,2020-05,2.58,Iceland
ISL,CPI,TOT,AGRWTH,M,2020-06,2.65,Iceland
ISL,CPI,TOT,AGRWTH,M,2020-07,3.02,Iceland
ISL,CPI,TOT,AGRWTH,M,2020-08,3.2,Iceland
ISL,CPI,TOT,AGRWTH,M,2020-09,3.5,Iceland
ISL,CPI,TOT,AGRWTH,M,2020-10,3.57,Iceland
ISL,CPI,TOT,AGRWTH,M,2020-11,3.49,Iceland
ISL,CPI,TOT,AGRWTH,M,2020-12,3.58,Iceland
ISL,CPI,TOT,AGRWTH,M,2021-01,4.3,Iceland
ISL,CPI,TOT,AGRWTH,M,2021-02,4.05,Iceland
ISL,CPI,TOT,AGRWTH,M,2021-03,4.34,Iceland
ISL,CPI,TOT,AGRWTH,M,2021-04,4.55,Iceland
ISL,CPI,TOT,AGRWTH,M,2021-05,4.44,Iceland
ISL,CPI,TOT,AGRWTH,M,2021-06,4.25,Iceland
ISL,CPI,TOT,AGRWTH,M,2021-07,4.26,Iceland
ISL,CPI,TOT,AGRWTH,M,2021-08,4.27,Iceland
ISL,CPI,TOT,AGRWTH,M,2021-09,4.35,Iceland
ISL,CPI,TOT,AGRWTH,M,2021-10,4.54,Iceland
ISL,CPI,TOT,AGRWTH,M,2021-11,4.84,Iceland
ISL,CPI,TOT,AGRWTH,M,2021-12,5.11,Iceland
ISL,CPI,TOT,AGRWTH,M,2022-01,5.68,Iceland
ISL,CPI,TOT,AGRWTH,M,2022-02,6.19,Iceland
ISL,CPI,TOT,AGRWTH,M,2022-03,6.67,Iceland
ISL,CPI,TOT,AGRWTH,M,2022-04,7.23,Iceland
ISL,CPI,TOT,AGRWTH,M,2022-05,7.59,Iceland
ISL,CPI,TOT,AGRWTH,M,2022-06,8.82,Iceland
ISL,CPI,TOT,AGRWTH,M,2022-07,9.93,Iceland
ISL,CPI,TOT,AGRWTH,M,2022-08,9.74,Iceland
IRL,CPI,TOT,AGRWTH,M,2010-01,-3.96,Ireland
IRL,CPI,TOT,AGRWTH,M,2010-02,-3.16,Ireland
IRL,CPI,TOT,AGRWTH,M,2010-03,-3.06,Ireland
IRL,CPI,TOT,AGRWTH,M,2010-04,-2.05,Ireland
IRL,CPI,TOT,AGRWTH,M,2010-05,-1.03,Ireland
IRL,CPI,TOT,AGRWTH,M,2010-06,-0.83,Ireland
IRL,CPI,TOT,AGRWTH,M,2010-07,-0.1,Ireland
IRL,CPI,TOT,AGRWTH,M,2010-08,0.31,Ireland
IRL,CPI,TOT,AGRWTH,M,2010-09,0.42,Ireland
IRL,CPI,TOT,AGRWTH,M,2010-10,0.73,Ireland
IRL,CPI,TOT,AGRWTH,M,2010-11,0.52,Ireland
IRL,CPI,TOT,AGRWTH,M,2010-12,1.37,Ireland
IRL,CPI,TOT,AGRWTH,M,2011-01,1.58,Ireland
IRL,CPI,TOT,AGRWTH,M,2011-02,2.1,Ireland
IRL,CPI,TOT,AGRWTH,M,2011-03,3.05,Ireland
IRL,CPI,TOT,AGRWTH,M,2011-04,3.14,Ireland
IRL,CPI,TOT,AGRWTH,M,2011-05,2.61,Ireland
IRL,CPI,TOT,AGRWTH,M,2011-06,2.71,Ireland
IRL,CPI,TOT,AGRWTH,M,2011-07,2.61,Ireland
IRL,CPI,TOT,AGRWTH,M,2011-08,2.07,Ireland
IRL,CPI,TOT,AGRWTH,M,2011-09,2.6,Ireland
IRL,CPI,TOT,AGRWTH,M,2011-10,2.8,Ireland
IRL,CPI,TOT,AGRWTH,M,2011-11,3.01,Ireland
IRL,CPI,TOT,AGRWTH,M,2011-12,2.38,Ireland
IRL,CPI,TOT,AGRWTH,M,2012-01,2.18,Ireland
IRL,CPI,TOT,AGRWTH,M,2012-02,2.16,Ireland
IRL,CPI,TOT,AGRWTH,M,2012-03,2.24,Ireland
IRL,CPI,TOT,AGRWTH,M,2012-04,1.83,Ireland
IRL,CPI,TOT,AGRWTH,M,2012-05,1.83,Ireland
IRL,CPI,TOT,AGRWTH,M,2012-06,1.63,Ireland
IRL,CPI,TOT,AGRWTH,M,2012-07,1.63,Ireland
IRL,CPI,TOT,AGRWTH,M,2012-08,2.03,Ireland
IRL,CPI,TOT,AGRWTH,M,2012-09,1.62,Ireland
IRL,CPI,TOT,AGRWTH,M,2012-10,1.21,Ireland
IRL,CPI,TOT,AGRWTH,M,2012-11,0.81,Ireland
IRL,CPI,TOT,AGRWTH,M,2012-12,1.21,Ireland
IRL,CPI,TOT,AGRWTH,M,2013-01,1.22,Ireland
IRL,CPI,TOT,AGRWTH,M,2013-02,1.11,Ireland
IRL,CPI,TOT,AGRWTH,M,2013-03,0.5,Ireland
IRL,CPI,TOT,AGRWTH,M,2013-04,0.5,Ireland
IRL,CPI,TOT,AGRWTH,M,2013-05,0.4,Ireland
IRL,CPI,TOT,AGRWTH,M,2013-06,0.7,Ireland
IRL,CPI,TOT,AGRWTH,M,2013-07,0.7,Ireland
IRL,CPI,TOT,AGRWTH,M,2013-08,0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2013-09,0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2013-10,0.1,Ireland
IRL,CPI,TOT,AGRWTH,M,2013-11,0.3,Ireland
IRL,CPI,TOT,AGRWTH,M,2013-12,0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2014-01,0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2014-02,-0.1,Ireland
IRL,CPI,TOT,AGRWTH,M,2014-03,0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2014-04,0.3,Ireland
IRL,CPI,TOT,AGRWTH,M,2014-05,0.3,Ireland
IRL,CPI,TOT,AGRWTH,M,2014-06,0.4,Ireland
IRL,CPI,TOT,AGRWTH,M,2014-07,0.3,Ireland
IRL,CPI,TOT,AGRWTH,M,2014-08,0.4,Ireland
IRL,CPI,TOT,AGRWTH,M,2014-09,0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2014-10,0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2014-11,0.1,Ireland
IRL,CPI,TOT,AGRWTH,M,2014-12,-0.3,Ireland
IRL,CPI,TOT,AGRWTH,M,2015-01,-0.6,Ireland
IRL,CPI,TOT,AGRWTH,M,2015-02,-0.5,Ireland
IRL,CPI,TOT,AGRWTH,M,2015-03,-0.59,Ireland
IRL,CPI,TOT,AGRWTH,M,2015-04,-0.69,Ireland
IRL,CPI,TOT,AGRWTH,M,2015-05,-0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2015-06,-0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2015-07,-0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2015-08,0.0,Ireland
IRL,CPI,TOT,AGRWTH,M,2015-09,-0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2015-10,-0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2015-11,-0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2015-12,0.1,Ireland
IRL,CPI,TOT,AGRWTH,M,2016-01,0.1,Ireland
IRL,CPI,TOT,AGRWTH,M,2016-02,-0.1,Ireland
IRL,CPI,TOT,AGRWTH,M,2016-03,-0.3,Ireland
IRL,CPI,TOT,AGRWTH,M,2016-04,-0.1,Ireland
IRL,CPI,TOT,AGRWTH,M,2016-05,0.0,Ireland
IRL,CPI,TOT,AGRWTH,M,2016-06,0.5,Ireland
IRL,CPI,TOT,AGRWTH,M,2016-07,0.5,Ireland
IRL,CPI,TOT,AGRWTH,M,2016-08,-0.1,Ireland
IRL,CPI,TOT,AGRWTH,M,2016-09,0.0,Ireland
IRL,CPI,TOT,AGRWTH,M,2016-10,-0.3,Ireland
IRL,CPI,TOT,AGRWTH,M,2016-11,-0.1,Ireland
IRL,CPI,TOT,AGRWTH,M,2016-12,0.0,Ireland
IRL,CPI,TOT,AGRWTH,M,2017-01,0.3,Ireland
IRL,CPI,TOT,AGRWTH,M,2017-02,0.5,Ireland
IRL,CPI,TOT,AGRWTH,M,2017-03,0.7,Ireland
IRL,CPI,TOT,AGRWTH,M,2017-04,0.9,Ireland
IRL,CPI,TOT,AGRWTH,M,2017-05,0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2017-06,-0.39,Ireland
IRL,CPI,TOT,AGRWTH,M,2017-07,-0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2017-08,0.4,Ireland
IRL,CPI,TOT,AGRWTH,M,2017-09,0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2017-10,0.6,Ireland
IRL,CPI,TOT,AGRWTH,M,2017-11,0.5,Ireland
IRL,CPI,TOT,AGRWTH,M,2017-12,0.4,Ireland
IRL,CPI,TOT,AGRWTH,M,2018-01,0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2018-02,0.5,Ireland
IRL,CPI,TOT,AGRWTH,M,2018-03,0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2018-04,-0.4,Ireland
IRL,CPI,TOT,AGRWTH,M,2018-05,0.4,Ireland
IRL,CPI,TOT,AGRWTH,M,2018-06,0.4,Ireland
IRL,CPI,TOT,AGRWTH,M,2018-07,0.79,Ireland
IRL,CPI,TOT,AGRWTH,M,2018-08,0.69,Ireland
IRL,CPI,TOT,AGRWTH,M,2018-09,0.89,Ireland
IRL,CPI,TOT,AGRWTH,M,2018-10,0.89,Ireland
IRL,CPI,TOT,AGRWTH,M,2018-11,0.6,Ireland
IRL,CPI,TOT,AGRWTH,M,2018-12,0.7,Ireland
IRL,CPI,TOT,AGRWTH,M,2019-01,0.7,Ireland
IRL,CPI,TOT,AGRWTH,M,2019-02,0.6,Ireland
IRL,CPI,TOT,AGRWTH,M,2019-03,1.09,Ireland
IRL,CPI,TOT,AGRWTH,M,2019-04,1.69,Ireland
IRL,CPI,TOT,AGRWTH,M,2019-05,0.99,Ireland
IRL,CPI,TOT,AGRWTH,M,2019-06,1.08,Ireland
IRL,CPI,TOT,AGRWTH,M,2019-07,0.49,Ireland
IRL,CPI,TOT,AGRWTH,M,2019-08,0.69,Ireland
IRL,CPI,TOT,AGRWTH,M,2019-09,0.88,Ireland
IRL,CPI,TOT,AGRWTH,M,2019-10,0.69,Ireland
IRL,CPI,TOT,AGRWTH,M,2019-11,1.09,Ireland
IRL,CPI,TOT,AGRWTH,M,2019-12,1.29,Ireland
IRL,CPI,TOT,AGRWTH,M,2020-01,1.29,Ireland
IRL,CPI,TOT,AGRWTH,M,2020-02,1.09,Ireland
IRL,CPI,TOT,AGRWTH,M,2020-03,0.69,Ireland
IRL,CPI,TOT,AGRWTH,M,2020-04,-0.1,Ireland
IRL,CPI,TOT,AGRWTH,M,2020-05,-0.49,Ireland
IRL,CPI,TOT,AGRWTH,M,2020-06,-0.39,Ireland
IRL,CPI,TOT,AGRWTH,M,2020-07,-0.39,Ireland
IRL,CPI,TOT,AGRWTH,M,2020-08,-0.97,Ireland
IRL,CPI,TOT,AGRWTH,M,2020-09,-1.17,Ireland
IRL,CPI,TOT,AGRWTH,M,2020-10,-1.47,Ireland
IRL,CPI,TOT,AGRWTH,M,2020-11,-1.08,Ireland
IRL,CPI,TOT,AGRWTH,M,2020-12,-0.98,Ireland
IRL,CPI,TOT,AGRWTH,M,2021-01,-0.2,Ireland
IRL,CPI,TOT,AGRWTH,M,2021-02,-0.39,Ireland
IRL,CPI,TOT,AGRWTH,M,2021-03,0.0,Ireland
IRL,CPI,TOT,AGRWTH,M,2021-04,1.08,Ireland
IRL,CPI,TOT,AGRWTH,M,2021-05,1.67,Ireland
IRL,CPI,TOT,AGRWTH,M,2021-06,1.57,Ireland
IRL,CPI,TOT,AGRWTH,M,2021-07,2.16,Ireland
IRL,CPI,TOT,AGRWTH,M,2021-08,2.85,Ireland
IRL,CPI,TOT,AGRWTH,M,2021-09,3.75,Ireland
IRL,CPI,TOT,AGRWTH,M,2021-10,5.06,Ireland
IRL,CPI,TOT,AGRWTH,M,2021-11,5.34,Ireland
IRL,CPI,TOT,AGRWTH,M,2021-12,5.52,Ireland
IRL,CPI,TOT,AGRWTH,M,2022-01,5.02,Ireland
IRL,CPI,TOT,AGRWTH,M,2022-02,5.59,Ireland
IRL,CPI,TOT,AGRWTH,M,2022-03,6.72,Ireland
IRL,CPI,TOT,AGRWTH,M,2022-04,6.96,Ireland
IRL,CPI,TOT,AGRWTH,M,2022-05,7.83,Ireland
IRL,CPI,TOT,AGRWTH,M,2022-06,9.06,Ireland
IRL,CPI,TOT,AGRWTH,M,2022-07,9.13,Ireland
IRL,CPI,TOT,AGRWTH,M,2022-08,8.69,Ireland
ITA,CPI,TOT,AGRWTH,M,2010-01,1.32,Italy
ITA,CPI,TOT,AGRWTH,M,2010-02,1.17,Italy
ITA,CPI,TOT,AGRWTH,M,2010-03,1.39,Italy
ITA,CPI,TOT,AGRWTH,M,2010-04,1.53,Italy
ITA,CPI,TOT,AGRWTH,M,2010-05,1.38,Italy
ITA,CPI,TOT,AGRWTH,M,2010-06,1.31,Italy
ITA,CPI,TOT,AGRWTH,M,2010-07,1.67,Italy
ITA,CPI,TOT,AGRWTH,M,2010-08,1.59,Italy
ITA,CPI,TOT,AGRWTH,M,2010-09,1.6,Italy
ITA,CPI,TOT,AGRWTH,M,2010-10,1.74,Italy
ITA,CPI,TOT,AGRWTH,M,2010-11,1.74,Italy
ITA,CPI,TOT,AGRWTH,M,2010-12,1.88,Italy
ITA,CPI,TOT,AGRWTH,M,2011-01,2.15,Italy
ITA,CPI,TOT,AGRWTH,M,2011-02,2.38,Italy
ITA,CPI,TOT,AGRWTH,M,2011-03,2.49,Italy
ITA,CPI,TOT,AGRWTH,M,2011-04,2.62,Italy
ITA,CPI,TOT,AGRWTH,M,2011-05,2.65,Italy
ITA,CPI,TOT,AGRWTH,M,2011-06,2.75,Italy
ITA,CPI,TOT,AGRWTH,M,2011-07,2.68,Italy
ITA,CPI,TOT,AGRWTH,M,2011-08,2.76,Italy
ITA,CPI,TOT,AGRWTH,M,2011-09,2.98,Italy
ITA,CPI,TOT,AGRWTH,M,2011-10,3.36,Italy
ITA,CPI,TOT,AGRWTH,M,2011-11,3.26,Italy
ITA,CPI,TOT,AGRWTH,M,2011-12,3.29,Italy
ITA,CPI,TOT,AGRWTH,M,2012-01,3.16,Italy
ITA,CPI,TOT,AGRWTH,M,2012-02,3.25,Italy
ITA,CPI,TOT,AGRWTH,M,2012-03,3.34,Italy
ITA,CPI,TOT,AGRWTH,M,2012-04,3.32,Italy
ITA,CPI,TOT,AGRWTH,M,2012-05,3.22,Italy
ITA,CPI,TOT,AGRWTH,M,2012-06,3.31,Italy
ITA,CPI,TOT,AGRWTH,M,2012-07,3.11,Italy
ITA,CPI,TOT,AGRWTH,M,2012-08,3.2,Italy
ITA,CPI,TOT,AGRWTH,M,2012-09,3.2,Italy
ITA,CPI,TOT,AGRWTH,M,2012-10,2.6,Italy
ITA,CPI,TOT,AGRWTH,M,2012-11,2.51,Italy
ITA,CPI,TOT,AGRWTH,M,2012-12,2.31,Italy
ITA,CPI,TOT,AGRWTH,M,2013-01,2.2,Italy
ITA,CPI,TOT,AGRWTH,M,2013-02,1.91,Italy
ITA,CPI,TOT,AGRWTH,M,2013-03,1.61,Italy
ITA,CPI,TOT,AGRWTH,M,2013-04,1.13,Italy
ITA,CPI,TOT,AGRWTH,M,2013-05,1.13,Italy
ITA,CPI,TOT,AGRWTH,M,2013-06,1.23,Italy
ITA,CPI,TOT,AGRWTH,M,2013-07,1.23,Italy
ITA,CPI,TOT,AGRWTH,M,2013-08,1.22,Italy
ITA,CPI,TOT,AGRWTH,M,2013-09,0.94,Italy
ITA,CPI,TOT,AGRWTH,M,2013-10,0.75,Italy
ITA,CPI,TOT,AGRWTH,M,2013-11,0.66,Italy
ITA,CPI,TOT,AGRWTH,M,2013-12,0.66,Italy
ITA,CPI,TOT,AGRWTH,M,2014-01,0.66,Italy
ITA,CPI,TOT,AGRWTH,M,2014-02,0.47,Italy
ITA,CPI,TOT,AGRWTH,M,2014-03,0.37,Italy
ITA,CPI,TOT,AGRWTH,M,2014-04,0.56,Italy
ITA,CPI,TOT,AGRWTH,M,2014-05,0.47,Italy
ITA,CPI,TOT,AGRWTH,M,2014-06,0.28,Italy
ITA,CPI,TOT,AGRWTH,M,2014-07,0.09,Italy
ITA,CPI,TOT,AGRWTH,M,2014-08,-0.09,Italy
ITA,CPI,TOT,AGRWTH,M,2014-09,-0.19,Italy
ITA,CPI,TOT,AGRWTH,M,2014-10,0.09,Italy
ITA,CPI,TOT,AGRWTH,M,2014-11,0.19,Italy
ITA,CPI,TOT,AGRWTH,M,2014-12,0.0,Italy
ITA,CPI,TOT,AGRWTH,M,2015-01,-0.56,Italy
ITA,CPI,TOT,AGRWTH,M,2015-02,-0.09,Italy
ITA,CPI,TOT,AGRWTH,M,2015-03,-0.09,Italy
ITA,CPI,TOT,AGRWTH,M,2015-04,-0.09,Italy
ITA,CPI,TOT,AGRWTH,M,2015-05,0.09,Italy
ITA,CPI,TOT,AGRWTH,M,2015-06,0.19,Italy
ITA,CPI,TOT,AGRWTH,M,2015-07,0.19,Italy
ITA,CPI,TOT,AGRWTH,M,2015-08,0.19,Italy
ITA,CPI,TOT,AGRWTH,M,2015-09,0.19,Italy
ITA,CPI,TOT,AGRWTH,M,2015-10,0.28,Italy
ITA,CPI,TOT,AGRWTH,M,2015-11,0.09,Italy
ITA,CPI,TOT,AGRWTH,M,2015-12,0.09,Italy
ITA,CPI,TOT,AGRWTH,M,2016-01,0.25,Italy
ITA,CPI,TOT,AGRWTH,M,2016-02,-0.32,Italy
ITA,CPI,TOT,AGRWTH,M,2016-03,-0.21,Italy
ITA,CPI,TOT,AGRWTH,M,2016-04,-0.5,Italy
ITA,CPI,TOT,AGRWTH,M,2016-05,-0.29,Italy
ITA,CPI,TOT,AGRWTH,M,2016-06,-0.38,Italy
ITA,CPI,TOT,AGRWTH,M,2016-07,-0.09,Italy
ITA,CPI,TOT,AGRWTH,M,2016-08,-0.07,Italy
ITA,CPI,TOT,AGRWTH,M,2016-09,0.1,Italy
ITA,CPI,TOT,AGRWTH,M,2016-10,-0.19,Italy
ITA,CPI,TOT,AGRWTH,M,2016-11,0.09,Italy
ITA,CPI,TOT,AGRWTH,M,2016-12,0.49,Italy
ITA,CPI,TOT,AGRWTH,M,2017-01,1.0,Italy
ITA,CPI,TOT,AGRWTH,M,2017-02,1.61,Italy
ITA,CPI,TOT,AGRWTH,M,2017-03,1.41,Italy
ITA,CPI,TOT,AGRWTH,M,2017-04,1.91,Italy
ITA,CPI,TOT,AGRWTH,M,2017-05,1.4,Italy
ITA,CPI,TOT,AGRWTH,M,2017-06,1.2,Italy
ITA,CPI,TOT,AGRWTH,M,2017-07,1.1,Italy
ITA,CPI,TOT,AGRWTH,M,2017-08,1.2,Italy
ITA,CPI,TOT,AGRWTH,M,2017-09,1.1,Italy
ITA,CPI,TOT,AGRWTH,M,2017-10,1.0,Italy
ITA,CPI,TOT,AGRWTH,M,2017-11,0.9,Italy
ITA,CPI,TOT,AGRWTH,M,2017-12,0.9,Italy
ITA,CPI,TOT,AGRWTH,M,2018-01,0.89,Italy
ITA,CPI,TOT,AGRWTH,M,2018-02,0.5,Italy
ITA,CPI,TOT,AGRWTH,M,2018-03,0.79,Italy
ITA,CPI,TOT,AGRWTH,M,2018-04,0.49,Italy
ITA,CPI,TOT,AGRWTH,M,2018-05,0.99,Italy
ITA,CPI,TOT,AGRWTH,M,2018-06,1.29,Italy
ITA,CPI,TOT,AGRWTH,M,2018-07,1.48,Italy
ITA,CPI,TOT,AGRWTH,M,2018-08,1.58,Italy
ITA,CPI,TOT,AGRWTH,M,2018-09,1.38,Italy
ITA,CPI,TOT,AGRWTH,M,2018-10,1.58,Italy
ITA,CPI,TOT,AGRWTH,M,2018-11,1.59,Italy
ITA,CPI,TOT,AGRWTH,M,2018-12,1.09,Italy
ITA,CPI,TOT,AGRWTH,M,2019-01,0.89,Italy
ITA,CPI,TOT,AGRWTH,M,2019-02,0.99,Italy
ITA,CPI,TOT,AGRWTH,M,2019-03,0.98,Italy
ITA,CPI,TOT,AGRWTH,M,2019-04,1.08,Italy
ITA,CPI,TOT,AGRWTH,M,2019-05,0.78,Italy
ITA,CPI,TOT,AGRWTH,M,2019-06,0.68,Italy
ITA,CPI,TOT,AGRWTH,M,2019-07,0.39,Italy
ITA,CPI,TOT,AGRWTH,M,2019-08,0.39,Italy
ITA,CPI,TOT,AGRWTH,M,2019-09,0.29,Italy
ITA,CPI,TOT,AGRWTH,M,2019-10,0.19,Italy
ITA,CPI,TOT,AGRWTH,M,2019-11,0.2,Italy
ITA,CPI,TOT,AGRWTH,M,2019-12,0.49,Italy
ITA,CPI,TOT,AGRWTH,M,2020-01,0.49,Italy
ITA,CPI,TOT,AGRWTH,M,2020-02,0.29,Italy
ITA,CPI,TOT,AGRWTH,M,2020-03,0.1,Italy
ITA,CPI,TOT,AGRWTH,M,2020-04,0.0,Italy
ITA,CPI,TOT,AGRWTH,M,2020-05,-0.19,Italy
ITA,CPI,TOT,AGRWTH,M,2020-06,-0.19,Italy
ITA,CPI,TOT,AGRWTH,M,2020-07,-0.39,Italy
ITA,CPI,TOT,AGRWTH,M,2020-08,-0.48,Italy
ITA,CPI,TOT,AGRWTH,M,2020-09,-0.58,Italy
ITA,CPI,TOT,AGRWTH,M,2020-10,-0.29,Italy
ITA,CPI,TOT,AGRWTH,M,2020-11,-0.19,Italy
ITA,CPI,TOT,AGRWTH,M,2020-12,-0.19,Italy
ITA,CPI,TOT,AGRWTH,M,2021-01,0.39,Italy
ITA,CPI,TOT,AGRWTH,M,2021-02,0.58,Italy
ITA,CPI,TOT,AGRWTH,M,2021-03,0.78,Italy
ITA,CPI,TOT,AGRWTH,M,2021-04,1.07,Italy
ITA,CPI,TOT,AGRWTH,M,2021-05,1.26,Italy
ITA,CPI,TOT,AGRWTH,M,2021-06,1.26,Italy
ITA,CPI,TOT,AGRWTH,M,2021-07,1.95,Italy
ITA,CPI,TOT,AGRWTH,M,2021-08,2.04,Italy
ITA,CPI,TOT,AGRWTH,M,2021-09,2.54,Italy
ITA,CPI,TOT,AGRWTH,M,2021-10,3.02,Italy
ITA,CPI,TOT,AGRWTH,M,2021-11,3.71,Italy
ITA,CPI,TOT,AGRWTH,M,2021-12,3.9,Italy
ITA,CPI,TOT,AGRWTH,M,2022-01,4.84,Italy
ITA,CPI,TOT,AGRWTH,M,2022-02,5.71,Italy
ITA,CPI,TOT,AGRWTH,M,2022-03,6.46,Italy
ITA,CPI,TOT,AGRWTH,M,2022-04,5.96,Italy
ITA,CPI,TOT,AGRWTH,M,2022-05,6.82,Italy
ITA,CPI,TOT,AGRWTH,M,2022-06,7.97,Italy
ITA,CPI,TOT,AGRWTH,M,2022-07,7.93,Italy
ITA,CPI,TOT,AGRWTH,M,2022-08,8.37,Italy
JPN,CPI,TOT,AGRWTH,M,2010-01,-1.3,Japan
JPN,CPI,TOT,AGRWTH,M,2010-02,-1.1,Japan
JPN,CPI,TOT,AGRWTH,M,2010-03,-1.1,Japan
JPN,CPI,TOT,AGRWTH,M,2010-04,-1.2,Japan
JPN,CPI,TOT,AGRWTH,M,2010-05,-0.9,Japan
JPN,CPI,TOT,AGRWTH,M,2010-06,-0.7,Japan
JPN,CPI,TOT,AGRWTH,M,2010-07,-0.9,Japan
JPN,CPI,TOT,AGRWTH,M,2010-08,-0.9,Japan
JPN,CPI,TOT,AGRWTH,M,2010-09,-0.6,Japan
JPN,CPI,TOT,AGRWTH,M,2010-10,0.2,Japan
JPN,CPI,TOT,AGRWTH,M,2010-11,0.1,Japan
JPN,CPI,TOT,AGRWTH,M,2010-12,0.0,Japan
JPN,CPI,TOT,AGRWTH,M,2011-01,-0.6,Japan
JPN,CPI,TOT,AGRWTH,M,2011-02,-0.5,Japan
JPN,CPI,TOT,AGRWTH,M,2011-03,-0.5,Japan
JPN,CPI,TOT,AGRWTH,M,2011-04,-0.4,Japan
JPN,CPI,TOT,AGRWTH,M,2011-05,-0.4,Japan
JPN,CPI,TOT,AGRWTH,M,2011-06,-0.4,Japan
JPN,CPI,TOT,AGRWTH,M,2011-07,0.2,Japan
JPN,CPI,TOT,AGRWTH,M,2011-08,0.2,Japan
JPN,CPI,TOT,AGRWTH,M,2011-09,0.0,Japan
JPN,CPI,TOT,AGRWTH,M,2011-10,-0.2,Japan
JPN,CPI,TOT,AGRWTH,M,2011-11,-0.5,Japan
JPN,CPI,TOT,AGRWTH,M,2011-12,-0.2,Japan
JPN,CPI,TOT,AGRWTH,M,2012-01,0.1,Japan
JPN,CPI,TOT,AGRWTH,M,2012-02,0.3,Japan
JPN,CPI,TOT,AGRWTH,M,2012-03,0.5,Japan
JPN,CPI,TOT,AGRWTH,M,2012-04,0.4,Japan
JPN,CPI,TOT,AGRWTH,M,2012-05,0.2,Japan
JPN,CPI,TOT,AGRWTH,M,2012-06,-0.2,Japan
JPN,CPI,TOT,AGRWTH,M,2012-07,-0.4,Japan
JPN,CPI,TOT,AGRWTH,M,2012-08,-0.4,Japan
JPN,CPI,TOT,AGRWTH,M,2012-09,-0.3,Japan
JPN,CPI,TOT,AGRWTH,M,2012-10,-0.4,Japan
JPN,CPI,TOT,AGRWTH,M,2012-11,-0.2,Japan
JPN,CPI,TOT,AGRWTH,M,2012-12,-0.1,Japan
JPN,CPI,TOT,AGRWTH,M,2013-01,-0.3,Japan
JPN,CPI,TOT,AGRWTH,M,2013-02,-0.7,Japan
JPN,CPI,TOT,AGRWTH,M,2013-03,-0.9,Japan
JPN,CPI,TOT,AGRWTH,M,2013-04,-0.7,Japan
JPN,CPI,TOT,AGRWTH,M,2013-05,-0.3,Japan
JPN,CPI,TOT,AGRWTH,M,2013-06,0.2,Japan
JPN,CPI,TOT,AGRWTH,M,2013-07,0.7,Japan
JPN,CPI,TOT,AGRWTH,M,2013-08,0.9,Japan
JPN,CPI,TOT,AGRWTH,M,2013-09,1.1,Japan
JPN,CPI,TOT,AGRWTH,M,2013-10,1.1,Japan
JPN,CPI,TOT,AGRWTH,M,2013-11,1.5,Japan
JPN,CPI,TOT,AGRWTH,M,2013-12,1.6,Japan
JPN,CPI,TOT,AGRWTH,M,2014-01,1.4,Japan
JPN,CPI,TOT,AGRWTH,M,2014-02,1.5,Japan
JPN,CPI,TOT,AGRWTH,M,2014-03,1.6,Japan
JPN,CPI,TOT,AGRWTH,M,2014-04,3.4,Japan
JPN,CPI,TOT,AGRWTH,M,2014-05,3.7,Japan
